0	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:05	6.14	sh 3_sbatch_csd.sh 0
2	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:05	6.04	sh 3_sbatch_csd.sh 2
1	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:05	6.11	sh 3_sbatch_csd.sh 1
3	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:05	6.06	sh 3_sbatch_csd.sh 3
14	1	p09r03n49.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:07	7.56	sh 3_sbatch_csd.sh 14
72	1	p09r02n10.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:07	6.65	sh 3_sbatch_csd.sh 72
52	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:07	7.65	sh 3_sbatch_csd.sh 52
78	1	p09r02n11.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:07	7.65	sh 3_sbatch_csd.sh 78
40	1	p09r03n51.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:07	7.68	sh 3_sbatch_csd.sh 40
41	1	p09r03n51.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:07	7.63	sh 3_sbatch_csd.sh 41
107	1	p09r02n04.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:08	7.41	sh 3_sbatch_csd.sh 107
45	1	p09r03n52.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:08	8.30	sh 3_sbatch_csd.sh 45
79	1	p09r02n11.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:08	8.22	sh 3_sbatch_csd.sh 79
6	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:08	9.14	sh 3_sbatch_csd.sh 6
62	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:09	9.12	sh 3_sbatch_csd.sh 62
66	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:09	8.98	sh 3_sbatch_csd.sh 66
101	1	p09r02n03.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:09	8.87	sh 3_sbatch_csd.sh 101
98	1	p09r02n03.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:09	9.10	sh 3_sbatch_csd.sh 98
100	1	p09r02n03.milgram.hpc.yale.internal	2021-03-11 18:02:00	2021-03-11 18:02:09	8.98	sh 3_sbatch_csd.sh 100
16	1	p09r03n55.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:09	10.01	sh 3_sbatch_csd.sh 16
18	1	p09r03n55.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:10	10.47	sh 3_sbatch_csd.sh 18
4	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:10	11.25	sh 3_sbatch_csd.sh 4
19	1	p09r03n55.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:11	11.43	sh 3_sbatch_csd.sh 19
5	1	p09r03n50.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:11	12.22	sh 3_sbatch_csd.sh 5
20	1	p09r03n55.milgram.hpc.yale.internal	2021-03-11 18:01:59	2021-03-11 18:02:11	12.27	sh 3_sbatch_csd.sh 20
