3	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 3
0	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 0
4	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 4
2	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 2
1	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 1
6	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 6
7	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 7
5	2	p09r03n49.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:43	4.97	sh 3_sbatch_csd.sh 5
99	2	p09r02n07.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.33	sh 3_sbatch_csd.sh 99
98	2	p09r02n07.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.33	sh 3_sbatch_csd.sh 98
100	2	p09r02n07.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.33	sh 3_sbatch_csd.sh 100
42	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.40	sh 3_sbatch_csd.sh 42
41	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 41
38	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 38
39	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 39
40	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 40
43	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 43
37	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.40	sh 3_sbatch_csd.sh 37
36	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.41	sh 3_sbatch_csd.sh 36
35	2	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.40	sh 3_sbatch_csd.sh 35
58	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 58
59	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 59
55	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 55
53	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 53
54	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 54
60	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 60
61	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 61
57	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 57
56	2	p09r03n56.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.48	sh 3_sbatch_csd.sh 56
29	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 29
30	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 30
28	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 28
26	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 26
33	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 33
32	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 32
34	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 34
27	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 27
31	2	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.49	sh 3_sbatch_csd.sh 31
93	2	p09r02n06.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.50	sh 3_sbatch_csd.sh 93
12	2	p09r03n51.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.52	sh 3_sbatch_csd.sh 12
11	2	p09r03n51.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.52	sh 3_sbatch_csd.sh 11
20	2	p09r03n52.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.55	sh 3_sbatch_csd.sh 20
19	2	p09r03n52.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.55	sh 3_sbatch_csd.sh 19
17	2	p09r03n52.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.55	sh 3_sbatch_csd.sh 17
49	2	p09r03n55.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.54	sh 3_sbatch_csd.sh 49
74	2	p09r02n04.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.50	sh 3_sbatch_csd.sh 74
70	2	p09r02n03.milgram.hpc.yale.internal	2021-03-11 16:04:39	2021-03-11 16:04:45	6.10	sh 3_sbatch_csd.sh 70
94	2	p09r02n06.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.50	sh 3_sbatch_csd.sh 94
75	2	p09r02n04.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.50	sh 3_sbatch_csd.sh 75
71	2	p09r02n04.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.50	sh 3_sbatch_csd.sh 71
82	2	p09r02n05.milgram.hpc.yale.internal	2021-03-11 16:04:38	2021-03-11 16:04:45	6.55	sh 3_sbatch_csd.sh 82
