104	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:12:59	2021-03-11 16:13:03	3.59	sh 3_sbatch_csd.sh 104
106	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:12:59	2021-03-11 16:13:03	3.63	sh 3_sbatch_csd.sh 106
105	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:12:59	2021-03-11 16:13:03	3.67	sh 3_sbatch_csd.sh 105
107	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:13:00	2021-03-11 16:13:03	3.67	sh 3_sbatch_csd.sh 107
108	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:13:00	2021-03-11 16:13:03	3.63	sh 3_sbatch_csd.sh 108
109	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:13:00	2021-03-11 16:13:03	3.63	sh 3_sbatch_csd.sh 109
110	1	p09r03n53.milgram.hpc.yale.internal	2021-03-11 16:13:00	2021-03-11 16:13:03	3.70	sh 3_sbatch_csd.sh 110
142	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:03	2021-03-11 16:13:12	8.13	sh 3_sbatch_csd.sh 142
141	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:03	2021-03-11 16:13:12	8.13	sh 3_sbatch_csd.sh 141
147	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.17	sh 3_sbatch_csd.sh 147
144	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.22	sh 3_sbatch_csd.sh 144
145	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.10	sh 3_sbatch_csd.sh 145
146	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.13	sh 3_sbatch_csd.sh 146
149	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.17	sh 3_sbatch_csd.sh 149
148	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.35	sh 3_sbatch_csd.sh 148
152	1	p09r03n54.milgram.hpc.yale.internal	2021-03-11 16:13:04	2021-03-11 16:13:12	8.29	sh 3_sbatch_csd.sh 152
